prb0.0005
2025-05-14 13:12:16
Dł. fali (nm);Absorbancja
408,00;-0,090837
407,00;-0,080225
406,00;-0,086644
405,00;-0,090398
404,00;-0,087166
403,00;-0,085299
402,00;-0,085930
401,00;-0,083671
400,00;-0,080938


prb0.0001
2025-05-14 13:20:05
Dł. fali (nm);Absorbancja
750,00;-0,046995
749,00;-0,042392
748,00;-0,042156
747,00;-0,042926
746,00;-0,041845
745,00;-0,040482
744,00;-0,044337
743,00;-0,044616
742,00;-0,043831
741,00;-0,040217
740,00;-0,044782
739,00;-0,042885
738,00;-0,042659
737,00;-0,042023
736,00;-0,044292
735,00;-0,045168
734,00;-0,042877
733,00;-0,043243
732,00;-0,046339
731,00;-0,043820
730,00;-0,044450
729,00;-0,045655
728,00;-0,045572
727,00;-0,045617
726,00;-0,048394
725,00;-0,044894
724,00;-0,045909
723,00;-0,044700
722,00;-0,048831
721,00;-0,046704
720,00;-0,049035
719,00;-0,048179
718,00;-0,050155
717,00;-0,050687
716,00;-0,050101
715,00;-0,051161
714,00;-0,051574
713,00;-0,050109
712,00;-0,049323
711,00;-0,049307
710,00;-0,048142
709,00;-0,048972
708,00;-0,049178
707,00;-0,051052
706,00;-0,048926
705,00;-0,051657
704,00;-0,050320
703,00;-0,054436
702,00;-0,052063
701,00;-0,050425
700,00;-0,051062
699,00;-0,051894
698,00;-0,054190
697,00;-0,052486
696,00;-0,050449
695,00;-0,051342
694,00;-0,050910
693,00;-0,051146
692,00;-0,051960
691,00;-0,050173
690,00;-0,049448
689,00;-0,052416
688,00;-0,049547
687,00;-0,053279
686,00;-0,051992
685,00;-0,051356
684,00;-0,048855
683,00;-0,052835
682,00;-0,053415
681,00;-0,050400
680,00;-0,054015
679,00;-0,049522
678,00;-0,050367
677,00;-0,053966
676,00;-0,052738
675,00;-0,050774
674,00;-0,053468
673,00;-0,053233
672,00;-0,052508
671,00;-0,050838
670,00;-0,051676
669,00;-0,053697
668,00;-0,051968
667,00;-0,055095
666,00;-0,049220
665,00;-0,049816
664,00;-0,055405
663,00;-0,052742
662,00;-0,055158
661,00;-0,054167
660,00;-0,054594
659,00;-0,052485
658,00;-0,052352
657,00;-0,049230
656,00;-0,053605
655,00;-0,050336
654,00;-0,051954
653,00;-0,052641
652,00;-0,049604
651,00;-0,051537
650,00;-0,049690
649,00;-0,050310
648,00;-0,048686
647,00;-0,050270
646,00;-0,050565
645,00;-0,050440
644,00;-0,053436
643,00;-0,054119
642,00;-0,053687
641,00;-0,048397
640,00;-0,048418
639,00;-0,052972
638,00;-0,045398
637,00;-0,052029
636,00;-0,048403
635,00;-0,049327
634,00;-0,050428
633,00;-0,050754
632,00;-0,051509
631,00;-0,047877
630,00;-0,051182
629,00;-0,048863
628,00;-0,052178
627,00;-0,050341
626,00;-0,051633
625,00;-0,050935
624,00;-0,049750
623,00;-0,046975
622,00;-0,049090
621,00;-0,051838
620,00;-0,049276
619,00;-0,050101
618,00;-0,050760
617,00;-0,052150
616,00;-0,051747
615,00;-0,051284
614,00;-0,046749
613,00;-0,051621
612,00;-0,050030
611,00;-0,049360
610,00;-0,049408
609,00;-0,049237
608,00;-0,051449
607,00;-0,048875
606,00;-0,052531
605,00;-0,048499
604,00;-0,050884
603,00;-0,050363
602,00;-0,052057
601,00;-0,052443
600,00;-0,049241
599,00;-0,048289
598,00;-0,049222
597,00;-0,047184
596,00;-0,052899
595,00;-0,049863
594,00;-0,049219
593,00;-0,052081
592,00;-0,049738
591,00;-0,048030
590,00;-0,046214
589,00;-0,048280
588,00;-0,048322
587,00;-0,044656
586,00;-0,049891
585,00;-0,046337
584,00;-0,045935
583,00;-0,047180
582,00;-0,046338
581,00;-0,042071
580,00;-0,045445
579,00;-0,043381
578,00;-0,042976
577,00;-0,038957
576,00;-0,040840
575,00;-0,039113
574,00;-0,032987
573,00;-0,033461
572,00;-0,037863
571,00;-0,034428
570,00;-0,032950
569,00;-0,032528
568,00;-0,029384
567,00;-0,031770
566,00;-0,032861
565,00;-0,031131
564,00;-0,034007
563,00;-0,032911
562,00;-0,033507
561,00;-0,031663
560,00;-0,032000
559,00;-0,029306
558,00;-0,028382
557,00;-0,025898
556,00;-0,026797
555,00;-0,024253
554,00;-0,025868
553,00;-0,023272
552,00;-0,022025
551,00;-0,020423
550,00;-0,014729
549,00;-0,012934
548,00;-0,013518
547,00;-0,009505
546,00;-0,013981
545,00;-0,013236
544,00;-0,011484
543,00;-0,012338
542,00;-0,013003
541,00;-0,020256
540,00;-0,020397
539,00;-0,020427
538,00;-0,017744
537,00;-0,017556
536,00;-0,018356
535,00;-0,019856
534,00;-0,018231
533,00;-0,020305
532,00;-0,016076
531,00;-0,018604
530,00;-0,014842
529,00;-0,011325
528,00;-0,015184
527,00;-0,014466
526,00;-0,011444
525,00;-0,015000
524,00;-0,012636
523,00;-0,015039
522,00;-0,017034
521,00;-0,019188
520,00;-0,015442
519,00;-0,015508
518,00;-0,017784
517,00;-0,022504
516,00;-0,023494
515,00;-0,023466
514,00;-0,024711
513,00;-0,026214
512,00;-0,021883
511,00;-0,024266
510,00;-0,025114
509,00;-0,022387
508,00;-0,025486
507,00;-0,021374
506,00;-0,019910
505,00;-0,022887
504,00;-0,024709
503,00;-0,025040
502,00;-0,028088
501,00;-0,027497
500,00;-0,030080
499,00;-0,030143
498,00;-0,029074
497,00;-0,031797
496,00;-0,032832
495,00;-0,032646
494,00;-0,032728
493,00;-0,034385
492,00;-0,034836
491,00;-0,036473
490,00;-0,033966
489,00;-0,034323
488,00;-0,033599
487,00;-0,037662
486,00;-0,036860
485,00;-0,036977
484,00;-0,037652
483,00;-0,040144
482,00;-0,037518
481,00;-0,038911
480,00;-0,040961
479,00;-0,043040
478,00;-0,038299
477,00;-0,044386
476,00;-0,042605
475,00;-0,045311
474,00;-0,044084
473,00;-0,046980
472,00;-0,044678
471,00;-0,046447
470,00;-0,044433
469,00;-0,048218
468,00;-0,045457
467,00;-0,045697
466,00;-0,048183
465,00;-0,047192
464,00;-0,049776
463,00;-0,049667
462,00;-0,045413
461,00;-0,046424
460,00;-0,046182
459,00;-0,055458
458,00;-0,052669
457,00;-0,052005
456,00;-0,046940
455,00;-0,050697
454,00;-0,051117
453,00;-0,048461
452,00;-0,052518
451,00;-0,051307
450,00;-0,056349
449,00;-0,054544
448,00;-0,046345
447,00;-0,051433
446,00;-0,050661
445,00;-0,054447
444,00;-0,052092
443,00;-0,054523
442,00;-0,049416
441,00;-0,054256
440,00;-0,058418
439,00;-0,059848
438,00;-0,054878
437,00;-0,055529
436,00;-0,054687
435,00;-0,050172
434,00;-0,051806
433,00;-0,052159
432,00;-0,055814
431,00;-0,053434
430,00;-0,059762
429,00;-0,057109
428,00;-0,050169
427,00;-0,054899
426,00;-0,053747
425,00;-0,055825
424,00;-0,056360
423,00;-0,051243
422,00;-0,052376
421,00;-0,053519
420,00;-0,054935
419,00;-0,054320
418,00;-0,051262
417,00;-0,055821
416,00;-0,055623
415,00;-0,057709
414,00;-0,056271
413,00;-0,055291
412,00;-0,046574
411,00;-0,054480
410,00;-0,051117
409,00;-0,058595
408,00;-0,058722
407,00;-0,049919
406,00;-0,051956
405,00;-0,056577
404,00;-0,057343
403,00;-0,057584
402,00;-0,056673
401,00;-0,057079
400,00;-0,049811


prb0.0001
2025-05-14 13:29:18
Dł. fali (nm);Absorbancja
750,00;-0,128949
749,00;-0,122496
748,00;-0,123783
747,00;-0,126521
746,00;-0,124537
745,00;-0,124567
744,00;-0,125631
743,00;-0,124686
742,00;-0,123546
741,00;-0,122416
740,00;-0,126135
739,00;-0,125217
738,00;-0,126095
737,00;-0,125477
736,00;-0,126912
735,00;-0,128500
734,00;-0,124255
733,00;-0,125281
732,00;-0,129005
731,00;-0,127938
730,00;-0,127679
729,00;-0,130336
728,00;-0,128825
727,00;-0,130278
726,00;-0,132945
725,00;-0,128417
724,00;-0,130431
723,00;-0,128542
722,00;-0,131421
721,00;-0,130572
720,00;-0,130059
719,00;-0,131378
718,00;-0,131427
717,00;-0,133884
716,00;-0,133684
715,00;-0,133166
714,00;-0,135197
713,00;-0,133068
712,00;-0,132862
711,00;-0,133597
710,00;-0,132211
709,00;-0,132294
708,00;-0,133900
707,00;-0,134576
706,00;-0,133272
705,00;-0,135109
704,00;-0,134653
703,00;-0,136992
702,00;-0,134956
701,00;-0,133811
700,00;-0,133108
699,00;-0,133959
698,00;-0,139390
697,00;-0,136403
696,00;-0,133958
695,00;-0,136008
694,00;-0,135378
693,00;-0,136227
692,00;-0,134429
691,00;-0,134524
690,00;-0,134180
689,00;-0,136746
688,00;-0,133058
687,00;-0,136946
686,00;-0,136884
685,00;-0,134326
684,00;-0,133807
683,00;-0,136445
682,00;-0,137443
681,00;-0,134279
680,00;-0,137729
679,00;-0,134719
678,00;-0,135843
677,00;-0,137621
676,00;-0,137033
675,00;-0,137217
674,00;-0,138085
673,00;-0,137753
672,00;-0,137368
671,00;-0,135322
670,00;-0,135987
669,00;-0,138105
668,00;-0,136919
667,00;-0,137085
666,00;-0,135240
665,00;-0,135683
664,00;-0,139270
663,00;-0,136957
662,00;-0,137159
661,00;-0,137108
660,00;-0,136126
659,00;-0,138190
658,00;-0,138540
657,00;-0,133199
656,00;-0,137484
655,00;-0,135423
654,00;-0,136421
653,00;-0,137231
652,00;-0,133900
651,00;-0,136935
650,00;-0,134637
649,00;-0,136129
648,00;-0,135649
647,00;-0,134774
646,00;-0,136617
645,00;-0,135584
644,00;-0,137487
643,00;-0,138834
642,00;-0,134575
641,00;-0,133878
640,00;-0,132335
639,00;-0,135484
638,00;-0,131131
637,00;-0,136562
636,00;-0,134075
635,00;-0,133713
634,00;-0,134517
633,00;-0,137029
632,00;-0,134384
631,00;-0,135900
630,00;-0,135319
629,00;-0,133410
628,00;-0,136145
627,00;-0,134018
626,00;-0,136192
625,00;-0,136507
624,00;-0,134828
623,00;-0,132626
622,00;-0,132977
621,00;-0,136136
620,00;-0,134284
619,00;-0,132667
618,00;-0,135108
617,00;-0,136843
616,00;-0,135963
615,00;-0,136394
614,00;-0,132075
613,00;-0,135502
612,00;-0,133225
611,00;-0,133271
610,00;-0,132153
609,00;-0,134135
608,00;-0,135683
607,00;-0,133921
606,00;-0,132549
605,00;-0,132611
604,00;-0,134782
603,00;-0,135001
602,00;-0,136819
601,00;-0,136031
600,00;-0,134414
599,00;-0,134077
598,00;-0,133471
597,00;-0,130842
596,00;-0,137281
595,00;-0,133993
594,00;-0,134702
593,00;-0,135685
592,00;-0,135343
591,00;-0,132633
590,00;-0,131604
589,00;-0,132968
588,00;-0,133501
587,00;-0,130832
586,00;-0,133707
585,00;-0,130652
584,00;-0,130193
583,00;-0,129769
582,00;-0,130423
581,00;-0,127181
580,00;-0,129538
579,00;-0,126564
578,00;-0,126010
577,00;-0,122918
576,00;-0,123002
575,00;-0,120941
574,00;-0,117807
573,00;-0,118615
572,00;-0,119228
571,00;-0,119373
570,00;-0,114977
569,00;-0,114675
568,00;-0,113107
567,00;-0,113155
566,00;-0,115029
565,00;-0,115979
564,00;-0,116059
563,00;-0,113071
562,00;-0,117054
561,00;-0,115383
560,00;-0,114923
559,00;-0,112975
558,00;-0,110707
557,00;-0,108303
556,00;-0,110304
555,00;-0,106638
554,00;-0,107052
553,00;-0,106117
552,00;-0,105956
551,00;-0,101490
550,00;-0,096661
549,00;-0,095826
548,00;-0,095341
547,00;-0,092089
546,00;-0,096487
545,00;-0,093956
544,00;-0,090146
543,00;-0,095595
542,00;-0,092800
541,00;-0,102190
540,00;-0,103887
539,00;-0,102053
538,00;-0,099903
537,00;-0,099053
536,00;-0,103981
535,00;-0,099866
534,00;-0,099076
533,00;-0,102531
532,00;-0,101306
531,00;-0,099451
530,00;-0,092918
529,00;-0,095388
528,00;-0,100132
527,00;-0,097731
526,00;-0,094295
525,00;-0,097850
524,00;-0,095598
523,00;-0,096788
522,00;-0,097770
521,00;-0,101031
520,00;-0,095668
519,00;-0,096773
518,00;-0,101577
517,00;-0,107392
516,00;-0,106815
515,00;-0,106623
514,00;-0,107322
513,00;-0,108522
512,00;-0,107143
511,00;-0,108140
510,00;-0,108228
509,00;-0,104643
508,00;-0,107411
507,00;-0,107162
506,00;-0,104937
505,00;-0,105871
504,00;-0,108207
503,00;-0,107430
502,00;-0,110562
501,00;-0,110656
500,00;-0,114025
499,00;-0,113288
498,00;-0,113054
497,00;-0,115824
496,00;-0,119301
495,00;-0,117690
494,00;-0,118661
493,00;-0,116031
492,00;-0,116019
491,00;-0,126026
490,00;-0,121185
489,00;-0,117226
488,00;-0,117605
487,00;-0,126703
486,00;-0,123839
485,00;-0,119915
484,00;-0,121057
483,00;-0,130316
482,00;-0,128074
481,00;-0,126877
480,00;-0,129516
479,00;-0,130456
478,00;-0,127246
477,00;-0,129823
476,00;-0,130862
475,00;-0,133799
474,00;-0,133074
473,00;-0,133792
472,00;-0,130098
471,00;-0,136818
470,00;-0,132201
469,00;-0,134071
468,00;-0,132024
467,00;-0,132253
466,00;-0,136147
465,00;-0,134515
464,00;-0,136988
463,00;-0,137636
462,00;-0,134592
461,00;-0,133245
460,00;-0,135785
459,00;-0,142627
458,00;-0,140455
457,00;-0,140354
456,00;-0,140596
455,00;-0,138898
454,00;-0,141972
453,00;-0,135054
452,00;-0,140829
451,00;-0,141160
450,00;-0,143079
449,00;-0,143408
448,00;-0,137281
447,00;-0,140644
446,00;-0,140225
445,00;-0,144731
444,00;-0,142402
443,00;-0,141757
442,00;-0,139754
441,00;-0,144291
440,00;-0,148703
439,00;-0,149193
438,00;-0,144719
437,00;-0,142747
436,00;-0,143101
435,00;-0,139088
434,00;-0,142960
433,00;-0,142419
432,00;-0,145879
431,00;-0,143716
430,00;-0,151938
429,00;-0,145296
428,00;-0,138701
427,00;-0,144106
426,00;-0,142353
425,00;-0,142990
424,00;-0,144834
423,00;-0,142245
422,00;-0,143675
421,00;-0,145420
420,00;-0,147159
419,00;-0,146150
418,00;-0,143866
417,00;-0,146391
416,00;-0,147198
415,00;-0,148523
414,00;-0,146398
413,00;-0,147366
412,00;-0,138298
411,00;-0,146684
410,00;-0,143314
409,00;-0,146985
408,00;-0,147223
407,00;-0,140563
406,00;-0,143527
405,00;-0,148464
404,00;-0,146508
403,00;-0,146592
402,00;-0,147519
401,00;-0,144649
400,00;-0,141908


prb+unknown
2025-05-14 13:30:46
Dł. fali (nm);Absorbancja
750,00;-0,117784
749,00;-0,114378
748,00;-0,115490
747,00;-0,114592
746,00;-0,114403
745,00;-0,114276
744,00;-0,115484
743,00;-0,114688
742,00;-0,113460
741,00;-0,112533
740,00;-0,115708
739,00;-0,114939
738,00;-0,113717
737,00;-0,114095
736,00;-0,116157
735,00;-0,117582
734,00;-0,115776
733,00;-0,115047
732,00;-0,118696
731,00;-0,116602
730,00;-0,117030
729,00;-0,119409
728,00;-0,118028
727,00;-0,119845
726,00;-0,121534
725,00;-0,117630
724,00;-0,118880
723,00;-0,117462
722,00;-0,120665
721,00;-0,119651
720,00;-0,118909
719,00;-0,120739
718,00;-0,120697
717,00;-0,123487
716,00;-0,123121
715,00;-0,122245
714,00;-0,122331
713,00;-0,120237
712,00;-0,119860
711,00;-0,119793
710,00;-0,120463
709,00;-0,120567
708,00;-0,122496
707,00;-0,122367
706,00;-0,119811
705,00;-0,121980
704,00;-0,120686
703,00;-0,123084
702,00;-0,120453
701,00;-0,120107
700,00;-0,120007
699,00;-0,121015
698,00;-0,125936
697,00;-0,122961
696,00;-0,119298
695,00;-0,121366
694,00;-0,120292
693,00;-0,122050
692,00;-0,118592
691,00;-0,119489
690,00;-0,118496
689,00;-0,122087
688,00;-0,118230
687,00;-0,121511
686,00;-0,120758
685,00;-0,118449
684,00;-0,117273
683,00;-0,118811
682,00;-0,121046
681,00;-0,116741
680,00;-0,120706
679,00;-0,118431
678,00;-0,119365
677,00;-0,120050
676,00;-0,119967
675,00;-0,119110
674,00;-0,119739
673,00;-0,119934
672,00;-0,119642
671,00;-0,117404
670,00;-0,118662
669,00;-0,120087
668,00;-0,118707
667,00;-0,117990
666,00;-0,115286
665,00;-0,115915
664,00;-0,120148
663,00;-0,117733
662,00;-0,117199
661,00;-0,115686
660,00;-0,116154
659,00;-0,117475
658,00;-0,118015
657,00;-0,111686
656,00;-0,115855
655,00;-0,113779
654,00;-0,115502
653,00;-0,116393
652,00;-0,112883
651,00;-0,114826
650,00;-0,112263
649,00;-0,113893
648,00;-0,112881
647,00;-0,111840
646,00;-0,113609
645,00;-0,110858
644,00;-0,113356
643,00;-0,115235
642,00;-0,110981
641,00;-0,110494
640,00;-0,109328
639,00;-0,112836
638,00;-0,107905
637,00;-0,111782
636,00;-0,109859
635,00;-0,109243
634,00;-0,110502
633,00;-0,111539
632,00;-0,109427
631,00;-0,111593
630,00;-0,109701
629,00;-0,108407
628,00;-0,110168
627,00;-0,108699
626,00;-0,111111
625,00;-0,109985
624,00;-0,109367
623,00;-0,105369
622,00;-0,108440
621,00;-0,109021
620,00;-0,108713
619,00;-0,106237
618,00;-0,108908
617,00;-0,109904
616,00;-0,109079
615,00;-0,108848
614,00;-0,104120
613,00;-0,108281
612,00;-0,106491
611,00;-0,105063
610,00;-0,104094
609,00;-0,106225
608,00;-0,107726
607,00;-0,105036
606,00;-0,104505
605,00;-0,103331
604,00;-0,105741
603,00;-0,105359
602,00;-0,106479
601,00;-0,106108
600,00;-0,104915
599,00;-0,103367
598,00;-0,102683
597,00;-0,100284
596,00;-0,105950
595,00;-0,102784
594,00;-0,102191
593,00;-0,102538
592,00;-0,102126
591,00;-0,098907
590,00;-0,096488
589,00;-0,097277
588,00;-0,095722
587,00;-0,092029
586,00;-0,094381
585,00;-0,088562
584,00;-0,085927
583,00;-0,083022
582,00;-0,080241
581,00;-0,073589
580,00;-0,072083
579,00;-0,064591
578,00;-0,058896
577,00;-0,050965
576,00;-0,045621
575,00;-0,038098
574,00;-0,029651
573,00;-0,025744
572,00;-0,022063
571,00;-0,019171
570,00;-0,011900
569,00;-0,008894
568,00;-0,005181
567,00;-0,005084
566,00;-0,007061
565,00;-0,007218
564,00;-0,007771
563,00;-0,005195
562,00;-0,008124
561,00;-0,006387
560,00;-0,005264
559,00;-0,001626
558,00;0,003926
557,00;0,010500
556,00;0,012238
555,00;0,022167
554,00;0,029391
553,00;0,036521
552,00;0,044593
551,00;0,055256
550,00;0,067316
549,00;0,074224
548,00;0,080414
547,00;0,086518
546,00;0,084235
545,00;0,086964
544,00;0,089094
543,00;0,082239
542,00;0,082194
541,00;0,068777
540,00;0,064034
539,00;0,062030
538,00;0,061136
537,00;0,060555
536,00;0,054554
535,00;0,058086
534,00;0,059816
533,00;0,058472
532,00;0,063535
531,00;0,069809
530,00;0,080733
529,00;0,082779
528,00;0,081900
527,00;0,087785
526,00;0,092603
525,00;0,090014
524,00;0,091042
523,00;0,086962
522,00;0,082556
521,00;0,074017
520,00;0,073749
519,00;0,068598
518,00;0,057987
517,00;0,046541
516,00;0,043284
515,00;0,040447
514,00;0,036876
513,00;0,034622
512,00;0,035531
511,00;0,035332
510,00;0,035522
509,00;0,039862
508,00;0,038682
507,00;0,039602
506,00;0,041912
505,00;0,038513
504,00;0,033789
503,00;0,030892
502,00;0,024890
501,00;0,020032
500,00;0,011336
499,00;0,007556
498,00;0,003161
497,00;-0,003843
496,00;-0,011078
495,00;-0,012705
494,00;-0,015824
493,00;-0,015343
492,00;-0,016593
491,00;-0,027837
490,00;-0,023447
489,00;-0,020004
488,00;-0,021486
487,00;-0,031478
486,00;-0,030700
485,00;-0,028931
484,00;-0,032956
483,00;-0,045897
482,00;-0,046529
481,00;-0,048739
480,00;-0,054352
479,00;-0,058022
478,00;-0,057997
477,00;-0,062695
476,00;-0,064829
475,00;-0,069665
474,00;-0,070080
473,00;-0,071371
472,00;-0,068894
471,00;-0,076814
470,00;-0,072865
469,00;-0,076392
468,00;-0,075693
467,00;-0,077327
466,00;-0,083619
465,00;-0,083533
464,00;-0,086885
463,00;-0,089778
462,00;-0,087960
461,00;-0,088031
460,00;-0,091729
459,00;-0,099291
458,00;-0,098517
457,00;-0,099262
456,00;-0,099006
455,00;-0,098231
454,00;-0,100919
453,00;-0,096042
452,00;-0,102316
451,00;-0,103301
450,00;-0,106041
449,00;-0,106480
448,00;-0,101806
447,00;-0,105720
446,00;-0,105585
445,00;-0,110382
444,00;-0,109085
443,00;-0,108549
442,00;-0,106676
441,00;-0,111273
440,00;-0,116213
439,00;-0,116691
438,00;-0,112383
437,00;-0,111194
436,00;-0,111864
435,00;-0,107987
434,00;-0,111858
433,00;-0,111369
432,00;-0,115440
431,00;-0,112823
430,00;-0,120898
429,00;-0,113525
428,00;-0,107729
427,00;-0,113391
426,00;-0,111539
425,00;-0,112046
424,00;-0,114019
423,00;-0,110949
422,00;-0,112305
421,00;-0,114407
420,00;-0,116114
419,00;-0,115258
418,00;-0,112592
417,00;-0,114991
416,00;-0,115231
415,00;-0,116043
414,00;-0,113826
413,00;-0,114839
412,00;-0,105533
411,00;-0,113588
410,00;-0,109655
409,00;-0,111984
408,00;-0,112719
407,00;-0,105605
406,00;-0,107598
405,00;-0,112076
404,00;-0,109854
403,00;-0,108452
402,00;-0,109262
401,00;-0,105738
400,00;-0,101717
